ID|AGRICULTURE|INDUSTRIAL|OFFICE|OTHER|PUBLIC|RESIDENTIAL|RETAIL
44198C2A811A4DF4|0.0|0.0012855196837335825|5.3385840146802366e-05|0.02317105606198311|0.1717018336057663|0.03481090068817139|0.0006856494583189487
216F638609E0E39E|0.0|0.0009806901216506958|0.006031855475157499|4.409620305523276e-05|0.0016903807409107685|0.871091365814209|8.042996341828257e-05
FFFCEFB11E257364|0.0|0.0101748863235116|1.570722997712437e-05|0.000204220661544241|0.00020662568567786366|0.967798113822937|7.463405199814588e-05
596C5C8CE10BCF|0.0|0.019232038408517838|0.9677528142929077|0.0006641671643592417|0.5925168395042419|2.956390380859375e-05|0.0010089143179357052
F931B9FA2A8641D1|0.0|0.0016848951345309615|0.0023399610072374344|0.9827151894569397|0.002000796142965555|0.03617173433303833|0.00022538368648383766
40DAB608E9BB39DD|0.0|0.00040979476762004197|3.867021223413758e-05|0.9999194145202637|0.0003672809398267418|0.020456254482269287|5.380663424148224e-05
B2B65732D8736C6C|0.0|0.041310958564281464|0.22170810401439667|1.4625609765062109e-05|0.00047948912833817303|0.3221709132194519|5.569207132793963e-05
BB69C4F75EF7BF6D|0.0|0.0007442977512255311|1.5579840692225844e-05|2.406928615528159e-06|6.297003710642457e-05|0.9995948672294617|2.072626375593245e-05
73877546C8B7D956|0.0|0.9262813925743103|0.03795274347066879|0.0006897571147419512|1.1423194337112363e-05|0.00180894136428833|0.027613993734121323
228E4D7314BC2839|0.0|0.0010115384357050061|0.01125645823776722|0.0003512923722155392|0.7539151906967163|0.054508864879608154|3.684627154143527e-05
551BFF44309E8B18|0.0|0.9415553212165833|0.00012681828229688108|0.00045818384387530386|0.0002190377563238144|0.04095780849456787|0.000794398772995919
B18FB9ABFEFF7CD1|0.0|1.3468298675434198e-05|0.009429384022951126|1.1166169997522957e-06|8.138458724715747e-06|0.9722433686256409|0.002098593395203352
C2C4DA06F625CEA8|0.0|0.00041971789323724806|6.308020147116622e-06|1.2302502909733448e-05|2.168827450077515e-06|0.025467753410339355|0.9939191341400146
762B30B5130B6EF3|0.0|0.00010608568118186668|0.02072979137301445|3.281483941464103e-06|0.0002686787338461727|0.9045132398605347|5.094766311231069e-05
5A0A7A3E79CA448C|0.0|7.238958642119542e-05|1.0256820132781286e-05|3.1437659345101565e-05|4.1661971295070543e-07|0.9964315295219421|0.0005943626747466624
97C0B6CDEA7B8D0F|0.0|0.612285852432251|1.8175971490563825e-05|0.11972586065530777|8.304610673803836e-06|0.08726567029953003|0.0013459213078022003
556F2DA6F9A4C36E|0.0|0.0006660278304480016|0.00011206032650079578|0.0005646744393743575|0.9999243021011353|0.0001480579376220703|2.9307206204975955e-05
733C1A5A045EAB7E|0.0|0.058281492441892624|0.015069576911628246|4.644706132239662e-05|0.6975235342979431|0.005599677562713623|4.199391696602106e-05
01B39106F8199EDC|0.0|0.9999233484268188|8.090751362033188e-05|7.976535698617226e-07|2.125697210431099e-05|0.00025898218154907227|0.00024529368965886533
CB0A22127EE6A0E0|0.0|0.0004708928754553199|4.004119546152651e-05|2.8542547170218313e-06|0.09296543896198273|0.3955267667770386|3.0343097023433074e-05
8DDEDCAAABFC44E5|0.0|3.61095808329992e-05|0.0001388300588587299|2.158096685889177e-05|0.9999269247055054|9.584426879882812e-05|0.0003133985446766019
48E25C9D9F11A229|0.0|6.119851605035365e-05|0.01830344833433628|7.474131507478887e-06|0.016675850376486778|0.782425045967102|0.00225019920617342
0B8310A5B2D2A6A2|0.0|6.449298962252215e-05|0.0021548173390328884|3.812369413935812e-06|4.5420343667501584e-05|0.9834765195846558|0.001566538936458528
EA301094DE57B7DD|0.0|0.008215339854359627|5.9007037634728476e-05|0.00021011436183471233|0.032030340284109116|0.0630374550819397|0.08845116943120956
A24D46FCA46905C8|0.0|4.029800766147673e-05|0.0034127577673643827|3.899447165167658e-06|0.0183941088616848|0.8419486284255981|0.018892662599682808
B20C4F1B162D430C|0.0|0.00030855421209707856|0.00032528259907849133|0.01154644787311554|0.014361599460244179|0.4243755340576172|0.0007024658843874931
0174018F3B1A3F5F|0.0|0.008683538995683193|0.0014899293892085552|0.010432816110551357|0.938268780708313|0.00041943788528442383|0.00045743866940028965
F0B5F20AC6B02E4A|0.0|0.006477867253124714|1.2195036106277257e-05|0.0003920761519111693|0.0007560008089058101|0.8727666139602661|0.0007263079169206321
05D1FE3F4A1D5CEA|0.0|0.9999061822891235|0.00032975259819068015|5.514885742741171e-06|1.969402546819765e-05|0.00017768144607543945|0.00013204902643337846
7BA9128D5A358FCE|0.0|9.463456080993637e-07|0.0028325498569756746|2.659651727299206e-06|3.0041546779102646e-06|0.9831146597862244|0.00027697873883880675
03895F2C845CDBFF|0.0|0.00020034979388583452|0.8927178382873535|1.0942494554910809e-05|0.0003014690591953695|0.037141501903533936|0.03547579050064087
9CB19C34D02BCA4F|0.0|3.861416189465672e-05|0.009516241028904915|1.415985116182128e-05|0.0005317972390912473|0.928888738155365|0.00011224555055378005
CF2D749706DDABC2|0.0|0.06776001304388046|0.00127379538025707|1.2568159945658408e-05|0.9262341260910034|0.03394287824630737|6.470508378697559e-05
A01E3A04BB2F0989|0.0|0.9978880286216736|0.006447521969676018|9.846059401752427e-05|8.878605149220675e-05|0.0031408071517944336|0.00048363881069235504
9C13E8F4ADCA11D3|0.0|0.003087911056354642|8.689871901879087e-05|7.1286649472313e-06|1.7318672689725645e-05|0.5237129926681519|0.1701398640871048
4C9BADC1E986D2C8|0.0|0.6022246479988098|0.9944340586662292|0.0002833228500094265|0.010485231876373291|3.170967102050781e-05|0.0007208104943856597
E7C9F0A4178A765A|0.0|0.00017059424135368317|0.0012762648984789848|0.0028656322974711657|0.7709863781929016|0.018112778663635254|0.0027866458985954523
0DDA3C640326115C|0.0|0.9907426238059998|0.002326147397980094|0.0004169054445810616|0.00025647282018326223|0.002431929111480713|0.0006911010714247823
104E559538FC8C0D|0.0|0.9943326711654663|0.003308467334136367|0.0012420476414263248|3.9831080357544124e-05|0.027934670448303223|1.0192494301008992e-05
A2FF533730AD840E|0.0|3.6747245758306235e-05|0.05370183289051056|3.1683003953730804e-07|2.4268489141832106e-05|0.8599148988723755|0.0001593134948052466
1B394C868FF68108|0.0|0.0006271644379012287|0.0022783135063946247|0.0027038943953812122|0.0027026371099054813|0.9508135318756104|7.914777961559594e-05
EDB86BB956709795|0.0|0.001878891373053193|8.353339217137545e-05|0.9579380750656128|0.2584489583969116|0.0001316070556640625|8.383127715205774e-05
E4EC6393BB492769|0.0|6.920276064192876e-05|0.937008798122406|4.800438091479009e-06|0.0033450841438025236|0.04191708564758301|0.04282023757696152
DA23ED25C1A9789B|0.0|0.014127540402114391|0.00013218281674198806|5.232652711129049e-07|0.9979677796363831|1.895427703857422e-05|7.803137123119086e-05
9B06B0E0E7357A22|0.0|0.9997902512550354|0.0003267533902544528|1.1983389640590758e-06|2.527358674342395e-06|0.00023597478866577148|3.6313947930466384e-05
8E6E0519543D41E2|0.0|0.999186098575592|0.0001341323077213019|0.0009430879727005959|0.011925007216632366|0.0002097487449645996|0.00045399166992865503
53EED3B45BE4EA64|0.0|0.010104203596711159|0.00046772422501817346|3.804239895544015e-05|0.0030373716726899147|0.7383427619934082|4.993114634999074e-05
D10F0343FA74B6|0.0|0.00010017818567575887|0.9266473054885864|8.731478374102153e-06|0.011619804427027702|0.01879429817199707|5.5221924412762746e-05
7F56D8BFAF3303EC|0.0|0.0001676298852544278|0.0012493451358750463|0.003298320574685931|0.04435288533568382|0.3401307463645935|1.3442851923173293e-05
2D48658754EFA0BC|0.0|0.9960606694221497|0.00883540790528059|3.6299118164606625e-06|0.0002793107705656439|0.005700588226318359|0.0008140517165884376
F92C00DEEE799A42|0.0|0.0010616512736305594|0.03070199303328991|9.228476301359478e-06|0.9996415376663208|0.00033271312713623047|0.00015387064195238054
FF74AF4441E90C03|0.0|0.1016559824347496|0.00010564019612502307|0.005389779806137085|0.0001266632170882076|0.8200374841690063|2.303278597537428e-05
B1D4373A1C719FD1|0.0|0.027016550302505493|0.042079173028469086|1.7791701338865096e-06|0.002501854905858636|0.39890092611312866|0.00022975608590058982
